,event_id,user_id,timestamp,event_name,session_id,week_of_year,month_of_year
969,970,280,2025-03-13,data_upload,388dd6ca-9c0e-47bf-b595-141ef21ab622,11,3
970,971,442,2025-08-08,settings_update,b3068cca-f598-4b93-b414-00cb691dc71d,32,8
971,972,441,2024-10-28,settings_update,c7344132-38a8-430e-a956-7dce53eed7ce,44,10
972,973,280,2025-03-02,dashboard_view,69b24184-179c-4f04-b3d6-5ae0b4221610,9,3
973,974,257,2025-07-15,settings_update,bf8d6624-ddc0-4aab-b11a-c22b1fa558f2,29,7
974,975,424,2024-12-26,settings_update,1af5ff70-67c4-4611-b85a-4cb608754655,52,12
975,976,346,2024-09-26,report_generated,ca90dca5-9e3c-4fc4-8107-559bce94610b,39,9
976,977,486,2025-02-08,report_generated,6abdae10-0bb5-4250-954d-3a4c90731ccd,6,2
977,978,434,2025-12-22,export_clicked,c562d053-7d53-4fec-8b73-13bee1031aaf,52,12
978,979,224,2025-02-01,report_generated,97e528ff-061c-40c0-adec-3791b815c36f,5,2
979,980,464,2024-12-17,settings_update,f0dccb96-13d2-4893-b904-e3aa3b7cd880,51,12
980,981,272,2025-12-09,export_clicked,c0f927c1-d2fc-4784-bcce-f619bc4e65c0,50,12
981,982,321,2025-02-12,report_generated,a15d62de-837c-4eef-9c8c-3fc976bd0de5,7,2
982,983,306,2024-10-28,settings_update,ebcac3f2-dce5-49ad-b410-f6c5a02a8cac,44,10
983,984,213,2024-04-17,report_generated,7b97df9c-a07e-4d5f-9b05-dacd6bb31159,16,4
984,985,131,2025-04-26,settings_update,710c776f-4fa3-465f-8ac0-c148cc99570c,17,4
985,986,142,2025-04-28,dashboard_view,75775fed-555b-493e-8b79-d3e88150c038,18,4
986,987,205,2024-11-27,login,7a3a7e22-916f-4711-bc69-b717d4226a00,48,11
987,988,229,2024-09-18,dashboard_view,7a48eb80-5a30-44ac-89ac-7357fecd61d0,38,9
988,989,7,2025-08-27,report_generated,6e6e73e0-ad19-4f7e-b8f4-352bd575a615,35,8
989,990,88,2024-04-04,report_generated,38778b65-af83-47ca-a5d8-c844de55bddb,14,4
990,991,309,2025-07-22,dashboard_view,9b2fc1be-7e68-41a8-9cbe-1fee0ef95bbb,30,7
991,992,215,2025-06-14,export_clicked,715a5878-11cb-427c-9c93-1ec90686a369,24,6
992,993,94,2024-07-30,export_clicked,c3b53ceb-7d07-47e8-89d9-32ebba897b23,31,7
993,994,150,2025-10-18,settings_update,5d0496cd-7395-43e3-b735-dc5bde7eb90b,42,10
994,995,441,2024-11-11,dashboard_view,c4184c2e-1632-48cb-9b14-e86d74a205b5,46,11
995,996,62,2025-06-02,dashboard_view,94183102-78b3-4342-a50b-ae1c5989941e,23,6
996,997,463,2025-04-29,settings_update,0dc53ba6-15bb-4fcb-976e-0302a4a0bafc,18,4
997,998,125,2024-11-30,data_upload,22942830-d9e7-494c-ab90-35ea80883cbc,48,11
998,999,7,2025-09-06,data_upload,34e2bb6e-f1af-4501-bd34-428f04eefdcc,36,9
999,1000,316,2025-01-16,report_generated,856341eb-e5de-44fc-9db9-3f12d395b523,3,1
1000,1001,309,2025-07-23,login,10fa1315-9546-46d0-a4f4-a2ff8bf1d3d6,30,7
1001,1002,183,2025-12-03,export_clicked,e0fc773e-9c0e-4025-8bde-0514028349c1,49,12
1002,1003,371,2025-03-03,export_clicked,3360eea4-1ae0-4fad-a7ee-ba4e0b445a75,10,3
1003,1004,122,2024-02-19,feature_X_used,d83830ee-2f20-4eb3-8461-849dfa555c68,8,2
1004,1005,244,2024-03-01,report_generated,2d584130-dbab-4281-ae36-76b7c8b8d62f,9,3
1005,1006,424,2025-02-14,data_upload,4c0d1b0d-1a23-4519-b94d-ac04070ba1af,7,2
1006,1007,389,2024-05-21,data_upload,174e0240-3e91-4bae-8ef9-6c07a6be32fa,21,5
1007,1008,408,2025-04-13,login,c0d473cd-ef1a-42fa-89c3-ebb607a739bb,15,4
1008,1009,380,2025-01-04,settings_update,49879136-1cb8-43c0-9ab0-b8678b968ebd,1,1
1009,1010,20,2024-11-28,settings_update,ddeb6e3d-a6fb-45b4-92dc-a57c5099c700,48,11
1010,1011,250,2024-12-02,feature_X_used,b3287742-5125-416a-827c-58fd38f29f1f,49,12
1011,1012,238,2025-06-07,settings_update,23308405-7ab7-42d1-abcc-2e5be3843ab0,23,6
1012,1013,60,2025-12-06,export_clicked,b85bd50c-9b03-4adf-aa07-2704820d91d9,49,12
1013,1014,2,2025-05-09,feature_X_used,2a987fd1-d3d0-4304-af72-b61efa18c8ae,19,5
1014,1015,155,2025-07-05,data_upload,b9a2a62f-653d-4951-8ae6-a5044a194b70,27,7
1015,1016,420,2025-12-30,login,c40b5a72-d499-45f1-bb0c-4d00125c85fc,1,12
1016,1017,143,2025-08-23,login,0bf73373-429c-44e4-93a4-31885696946f,34,8
1017,1018,330,2025-07-11,feature_X_used,7de93cf2-016d-4722-aedd-e6f8d451b1c2,28,7
1018,1019,134,2025-01-30,login,036071f4-bbcc-4b58-a174-4f37917a32d3,5,1
1019,1020,334,2025-08-11,dashboard_view,e89b332c-12bd-4814-9e76-1fc7fabafc31,33,8
1020,1021,440,2024-09-25,data_upload,2b1df33c-817c-4c8a-8e86-42a714ea7f7f,39,9
1021,1022,307,2025-09-23,feature_X_used,8643e023-b594-4e52-b072-8b99c88773fc,39,9
1022,1023,85,2025-06-08,settings_update,472d0bf8-618e-4f7d-a2a1-0c7f1ea84cb5,23,6
1023,1024,245,2024-09-22,login,0491b93c-79af-4a0c-93fd-25664402fd03,38,9
1024,1025,366,2025-09-20,login,88a79a09-4bd2-4286-9191-67ae7b875e8e,38,9
1025,1026,449,2025-12-18,export_clicked,2b57efbd-14be-4880-a7a4-5639c51a39c5,51,12
1026,1027,246,2025-12-08,data_upload,f01684fe-8d00-47a7-b174-e047abeacd3f,50,12
1027,1028,117,2025-11-08,dashboard_view,383c92b4-f235-4bcf-b7fd-a259a7987939,45,11
1028,1029,287,2024-12-27,export_clicked,41f158e4-3673-42d8-a213-31e486f49ece,52,12
1029,1030,17,2024-08-30,feature_X_used,bfe83d5a-d8c0-447f-9e99-d0bd7f8cac65,35,8
1030,1031,208,2025-01-27,export_clicked,1be239b4-b043-4f3d-8d80-e859597df95a,5,1
1031,1032,280,2025-03-21,data_upload,8265385e-09d9-4e65-beaa-436b76f12fbb,12,3
1032,1033,454,2025-01-22,data_upload,f38baa7c-179e-4b99-96f5-036cdbe66e74,4,1
1033,1034,360,2024-12-28,report_generated,7274f875-8c98-42cd-8e69-f7e6a9341530,52,12
1034,1035,172,2025-12-04,dashboard_view,6a00120d-975e-4152-93bd-aef3499f64cb,49,12
1035,1036,232,2024-10-08,report_generated,792f6500-af7f-452c-a083-68676c4d991d,41,10
1036,1037,257,2025-07-03,settings_update,2921ff16-b0ae-4cd0-9130-3d766eead0fb,27,7
1037,1038,255,2025-03-01,settings_update,e94d41f6-cc7b-434e-ab05-8c886e810bf6,9,3
1038,1039,301,2025-01-25,export_clicked,b7385bca-efc4-4084-be7a-6ddf769206bd,4,1
1039,1040,327,2024-06-19,settings_update,56429187-c203-4797-baec-2c71ae4b359e,25,6
1040,1041,358,2025-06-19,login,820b5ac5-469d-4412-beb8-e8b81597f0bd,25,6
1041,1042,358,2025-05-25,settings_update,4d2cbd41-ca0f-41df-a3d3-d614822a5849,21,5
1042,1043,109,2025-12-20,settings_update,cdda836c-076b-4ae4-a70e-a8cf980c109b,51,12
1043,1044,314,2025-12-11,data_upload,42f779d6-1587-404c-9a3e-ffbc4ec67adf,50,12
1044,1045,412,2024-09-30,login,a78774e2-29be-43ad-aa8a-943eda1afca2,40,9
1045,1046,349,2025-08-23,settings_update,4bf7b173-938f-43ec-9cae-b13946b415d4,34,8
1046,1047,49,2024-01-24,report_generated,d3d18cdd-74a0-4962-a460-5883ca4c2ba4,4,1
1047,1048,9,2025-02-14,export_clicked,494fa130-09eb-4a49-bd45-0d34748be2e1,7,2
1048,1049,323,2025-10-10,dashboard_view,0a303c29-d525-4cc0-9012-cc1c37b57810,41,10
1049,1050,190,2025-02-28,export_clicked,299e5119-5914-4eaf-aa95-8b407e47c4d4,9,2
1050,1051,37,2025-11-06,feature_X_used,2331737b-14f1-4f3f-a912-b0fec2a67a17,45,11
1051,1052,324,2025-11-11,dashboard_view,8879e0e9-6da7-4257-877e-7417c18f2434,46,11
1052,1053,127,2025-09-07,export_clicked,f0d97f66-6431-4300-be78-4332c8a1a552,36,9
1053,1054,254,2024-04-10,feature_X_used,73a6b213-ff37-47ab-a4f1-bdbf07cd029c,15,4
1054,1055,478,2024-10-22,data_upload,32999ad9-abdc-484f-9a5b-be6e031aa79b,43,10
1055,1056,408,2025-04-12,export_clicked,2ceb6c76-31de-410d-9d1f-d68c4fc815b7,15,4
1056,1057,374,2025-11-16,feature_X_used,4ae7cbe8-5170-4146-99a8-ae3515f2c471,46,11
1057,1058,331,2024-11-29,data_upload,5a3ec11d-4eeb-4d2a-a043-595c74be4f5b,48,11
1058,1059,315,2024-09-15,feature_X_used,561dcc83-1e08-45dc-97b1-652f4e34e79a,37,9
1059,1060,491,2024-11-08,login,de385485-cfe0-4b68-aeba-a78d974ea4c1,45,11
1060,1061,242,2024-05-13,feature_X_used,8dea7f02-9523-4652-b310-d0a3d41249bf,20,5
1061,1062,44,2025-11-14,data_upload,f6375119-d64e-4e16-99c7-bb0d6341f642,46,11
1062,1063,498,2024-05-18,export_clicked,478f0b3d-682b-4f15-96d4-ce5fcdaa7852,20,5
1063,1064,216,2025-05-11,dashboard_view,a1730592-3bbb-41ba-b6f3-767b64699068,19,5
1064,1065,18,2024-07-18,export_clicked,fc5a53a6-bcd3-4cd3-b592-76d7b2e8e757,29,7
1065,1066,422,2024-06-21,data_upload,7590d28b-8dcb-44b7-b538-56750906f14d,25,6
1066,1067,445,2025-01-27,feature_X_used,74ac804a-3ea7-4c51-939d-2f077137561f,5,1
1067,1068,389,2024-07-10,report_generated,b7e246a9-f8b4-464a-9656-e287ec3bf367,28,7
1068,1069,334,2025-08-20,report_generated,5d3e6f27-b5d6-4361-9a43-01ea0b55cf86,34,8
1069,1070,230,2025-10-01,login,f3ae000b-9d82-41bf-a84c-06051295c116,40,10
1070,1071,380,2024-12-13,settings_update,92987bf4-d8bd-49fa-aee4-128977b11dcf,50,12
1071,1072,129,2025-03-19,dashboard_view,315eeeac-ffbd-4281-a5a4-a69ef97a29e9,12,3
1072,1073,107,2024-09-07,dashboard_view,db1d3092-b79d-4fb2-a002-165177928484,36,9
1073,1074,302,2025-12-03,export_clicked,37fd4b0d-5572-4d35-90ac-199cde9bba07,49,12
1074,1075,359,2025-04-23,feature_X_used,7ac41258-e539-4f8e-9614-a2c67d995fa3,17,4
1075,1076,454,2025-01-14,feature_X_used,2f8eacc5-1132-4c27-805c-44a98896779d,3,1
1076,1077,429,2024-09-25,settings_update,d5c88e59-b256-4d17-8b56-63dbfdcf7092,39,9
1077,1078,71,2025-06-24,report_generated,5b8f2d20-f3a5-4a95-9a85-bcf27131cfbe,26,6
1078,1079,499,2025-06-16,data_upload,271e181b-f9b5-4a14-8c66-322b0a542e6b,25,6
1079,1080,74,2025-01-28,login,cc16bd1d-3153-4462-b1b3-07824f2f4bb0,5,1
1080,1081,146,2024-09-08,data_upload,915508e2-14cb-48ca-bbe0-65132ea08d19,36,9
1081,1082,45,2025-06-21,feature_X_used,c52dd75d-4795-4e53-a642-feeee1df6844,25,6
1082,1083,299,2025-03-09,settings_update,1e9d2a2f-ec6a-4c15-bad5-f97784db2b5a,10,3
1083,1084,438,2025-02-12,data_upload,c35870a4-e7f2-481a-af04-dca9eca90398,7,2
1084,1085,125,2024-11-28,export_clicked,cde05542-4cd5-4101-86df-4a94933bb513,48,11
1085,1086,463,2025-11-09,data_upload,31daaf1c-2ad7-437d-ba41-7b8bf9a60c2d,45,11
1086,1087,489,2024-03-24,settings_update,a6a15bc5-8d46-4360-a99e-29c40e7e69fa,12,3
1087,1088,411,2025-07-21,report_generated,74c5c024-53c9-4081-bb50-8d613136ed2c,30,7
1088,1089,449,2025-11-08,dashboard_view,ac442304-6f84-4466-b59c-8e9d731b494f,45,11
1089,1090,304,2025-05-28,export_clicked,a3f2f015-9434-43a9-82b4-fb68b1d2b018,22,5
1090,1091,209,2024-11-25,report_generated,3f8c3205-a10e-49af-9cf8-c839c28a4664,48,11
1091,1092,360,2025-01-09,login,7f8602db-8575-45d6-aaa5-8cf3cb907b3a,2,1
1092,1093,462,2024-05-18,feature_X_used,739e4d40-cb0a-4345-b916-324510973c2c,20,5
1093,1094,388,2025-05-16,dashboard_view,74aef850-89c7-4ff8-a226-b99394da3447,20,5
1094,1095,240,2025-12-21,login,c30831dd-cf09-4416-81a2-19e4b624bb26,51,12
1095,1096,184,2024-01-31,login,b92094b0-8189-44d2-8691-233dcc5d2f49,5,1
1096,1097,81,2024-07-08,export_clicked,dfceae09-6689-492e-94e5-4e3aa725e225,28,7
1097,1098,156,2024-05-20,settings_update,f8f0dc2b-dc64-4dbb-b786-b1034f2b2667,21,5
1098,1099,266,2025-08-12,settings_update,f0200c20-d5de-48ef-babe-8cb3e15f8f4e,33,8
1099,1100,283,2024-05-19,data_upload,35e11309-643f-45d6-8a5e-4f77aa88fb4c,20,5
1100,1101,142,2025-04-02,login,ef445c4d-7d3f-4ae3-ab3e-b0dcbbf95bfd,14,4
1101,1102,386,2025-08-05,data_upload,5f4da789-d549-4d4e-8c47-c35c153a6582,32,8
1102,1103,34,2024-07-20,feature_X_used,7c7e5e74-e9e2-4ee4-b0b3-70bd61518b6d,29,7
1103,1104,173,2025-08-01,feature_X_used,97389d1d-05d7-4cde-8ec7-373370f0e4f3,31,8
1104,1105,60,2025-11-19,settings_update,e91ccaed-545e-4f79-98f3-ee0b538e606c,47,11
1105,1106,336,2025-12-18,settings_update,6edd67af-7d23-49a3-a022-6d98b7dfa6bb,51,12
1106,1107,308,2025-09-25,dashboard_view,4dd06d3a-8ed6-449e-a45c-17df9e17e1a4,39,9
1107,1108,25,2025-11-17,settings_update,c9f63397-a215-42fa-a968-538a66cdf4f5,47,11
1108,1109,344,2024-12-12,data_upload,5fcb1232-4d70-4d73-82af-429f5b7b4700,50,12
1109,1110,143,2025-12-15,dashboard_view,0d681c6e-3910-42ea-9c35-24b0054caf09,51,12
1110,1111,231,2025-03-17,report_generated,73be0756-d2d2-442b-a578-4fc90bae7ba4,12,3
1111,1112,326,2025-04-22,data_upload,2c513c44-ba84-4f9e-b4a3-8164c9b69891,17,4
1112,1113,46,2025-09-08,dashboard_view,14300a35-d5d1-4310-b3ce-a3f1cc1456cc,37,9
1113,1114,15,2025-06-16,login,171367cd-dfbf-4ab5-b2e3-895afcb900f1,25,6
1114,1115,235,2025-11-04,report_generated,02f19bf2-bd0d-4f6c-a3d1-d1084dec93d6,45,11
1115,1116,73,2025-04-26,data_upload,13809e47-238b-4854-b9c0-10b44b152296,17,4
1116,1117,234,2025-03-31,report_generated,d7934f21-220a-400d-934a-ce4f36ced216,14,3
1117,1118,51,2024-06-22,settings_update,862385fe-640f-474b-abd5-1246aeec4706,25,6
1118,1119,129,2025-02-16,dashboard_view,62067c64-29af-4e71-b223-891e3221c5ad,7,2
1119,1120,80,2024-04-27,settings_update,b030e6d0-d66e-4860-9c87-9795ebf284aa,17,4
1120,1121,374,2025-11-22,dashboard_view,90b75f8b-a6a1-474b-ad66-255acef23691,47,11
1121,1122,250,2024-11-04,login,4d597f56-3349-40cf-8c0e-979ceb0b547c,45,11
1122,1123,101,2024-06-22,data_upload,c83ddf82-0021-4ca6-98c5-9ce48011a579,25,6
1123,1124,266,2025-08-20,dashboard_view,f00b0eb6-fea0-4758-a206-72e473b65d3d,34,8
1124,1125,358,2025-06-14,settings_update,a7cb88f3-0443-497f-88cc-59c168fc3531,24,6
1125,1126,352,2025-05-02,dashboard_view,67f2b32b-b0fd-452a-97db-93f54ddfec70,18,5
1126,1127,459,2024-07-20,export_clicked,bdeb2383-184a-4f7e-b76b-bd3fed3d783e,29,7
1127,1128,282,2024-02-15,report_generated,f572a62e-f77f-4732-8b65-37d7962c9eff,7,2
1128,1129,1,2024-07-02,login,4906406c-ad2d-4c44-9a86-d33717c2ac4d,27,7
1129,1130,436,2025-02-10,dashboard_view,e82ed0c7-503f-4230-ab03-bab8c22478ae,7,2
1130,1131,47,2025-03-17,dashboard_view,a42dbc50-499c-4933-b415-67d5be29236d,12,3
1131,1132,163,2025-01-11,export_clicked,4509ccd2-02ae-4b02-b345-f6f4c0e49c5e,2,1
1132,1133,318,2025-08-03,data_upload,9aa7e1ff-8295-401c-8ced-464e0b3a5976,31,8
1133,1134,269,2024-02-07,feature_X_used,20dea0b9-1e91-4cca-995b-2b88aab046da,6,2
1134,1135,63,2025-07-02,feature_X_used,99875470-e436-45cd-a365-728f5f96460a,27,7
1135,1136,312,2024-08-21,settings_update,cdf65aaf-1af7-41b8-8b20-540b0929c804,34,8
1136,1137,358,2025-05-20,login,d9b62879-7f98-4288-a671-1cf76e2e1c70,21,5
1137,1138,166,2025-02-15,settings_update,978cdb4a-96c1-4c03-877b-673ec4d4562b,7,2
1138,1139,498,2024-05-14,dashboard_view,fa322933-dd7a-4dc8-835f-2062e1c727e6,20,5
1139,1140,471,2024-04-11,export_clicked,53b596ca-a56d-4d66-b742-5536daf3db31,15,4
1140,1141,86,2024-11-12,export_clicked,aa3d072d-bc5a-46bb-aede-2d4abd68fdce,46,11
1141,1142,497,2024-12-19,settings_update,1bba8e67-66f7-42df-bada-a2b63b810d91,51,12
1142,1143,34,2024-07-02,login,85c509ac-3bf1-4189-a837-dfa964d14c20,27,7
1143,1144,466,2025-01-24,feature_X_used,9f3b8a42-0b66-4bf4-aa5e-d3b6955d636a,4,1
1144,1145,446,2024-04-16,report_generated,415a9178-faab-4e0b-8849-807d5365ef67,16,4
1145,1146,59,2024-06-12,dashboard_view,093ac629-324c-4f73-9c20-c353199b44cc,24,6
1146,1147,165,2025-09-12,data_upload,2fc6c91a-6357-4b8f-bc66-4224ccd62999,37,9
1147,1148,88,2024-04-16,settings_update,f2ec9fe5-3c67-4c21-98ad-20097a8df95b,16,4
1148,1149,37,2025-11-13,settings_update,c1a8bf60-2480-46d0-80d3-e5e2bdfbc963,46,11
1149,1150,438,2024-12-23,report_generated,40bbdd18-139a-41ce-bc04-5dcc175659d7,52,12
1150,1151,271,2025-01-29,feature_X_used,11cd4ee2-1227-422f-bf35-7527aca6f567,5,1
1151,1152,98,2024-08-27,settings_update,9c87d2dc-8d0d-495e-a324-f563b6c2a213,35,8
1152,1153,308,2025-10-12,report_generated,f11edc64-3fad-4cb8-b050-01fffb15ee39,41,10
1153,1154,179,2024-04-18,data_upload,9d8b7174-d1a1-4898-8652-368bb3f9d4b3,16,4
1154,1155,8,2025-10-12,report_generated,0b5bd1e5-88f3-4bc9-b1ce-37ad0576cbde,41,10
1155,1156,87,2025-01-20,dashboard_view,b8979a97-94f2-4cc4-9ccb-fcafa8f2d457,4,1
1156,1157,497,2024-07-20,dashboard_view,c53a98bd-0a4c-4fb7-bb83-6ef0a8e98ff2,29,7
1157,1158,154,2024-08-19,settings_update,fa2c8e5c-83af-45fe-8ce1-648717ae3980,34,8
1158,1159,7,2025-08-25,feature_X_used,b2d9c6f8-fd57-4678-9bb9-62710caa12b4,35,8
1159,1160,181,2024-07-15,dashboard_view,341b72c0-76cd-42e1-ad91-74cce015125f,29,7
1160,1161,306,2024-11-22,export_clicked,2f2d437b-08cf-4653-837d-52c8549586f3,47,11
1161,1162,476,2025-11-07,report_generated,0e17f023-b6c6-4dd5-afe3-041e95283996,45,11
1162,1163,393,2025-03-05,feature_X_used,639d8326-7a09-40da-b31b-88a8b7609bd4,10,3
1163,1164,56,2025-03-30,dashboard_view,1a377cae-519e-47d5-a963-c1a42be97418,13,3
1164,1165,191,2025-11-21,data_upload,c546c09c-3857-4edd-91bf-28ae04edf207,47,11
1165,1166,176,2024-10-11,settings_update,edc5b57a-a66a-4470-9eff-27155f16809d,41,10
1166,1167,374,2025-11-27,export_clicked,0fef9a95-b0d6-4ec5-8c6d-c0ad9b5131d8,48,11
1167,1168,496,2025-03-23,data_upload,6ed43d64-c4b3-49f8-8289-764ab0a670ea,12,3
1168,1169,372,2024-12-23,report_generated,ee202d55-9e8a-49ff-bbf2-340ccd94b5e2,52,12
1169,1170,247,2024-05-11,login,f0dad292-0ba6-4fe2-8e3d-3213b93a4a64,19,5
1170,1171,297,2025-11-12,data_upload,f8b286f4-4639-4664-b174-a4882d826555,46,11
1171,1172,399,2025-06-12,login,a211fdfb-6df5-4cc2-9f34-d2493b279e14,24,6
1172,1173,340,2025-07-09,export_clicked,52bb3ce0-fc82-4cc0-ab32-add2499d831a,28,7
1173,1174,457,2025-05-24,settings_update,996795ab-c25f-4b96-9088-03511dd08fc7,21,5
1174,1175,323,2025-06-27,data_upload,8ea98e00-541d-45ae-b506-c45501a0aea7,26,6
1175,1176,178,2025-05-17,data_upload,5e9b70db-0a1e-472e-8128-0b84a0d6950e,20,5
1176,1177,470,2025-12-07,dashboard_view,8004d082-fa7f-4137-9aff-786eee1dca30,49,12
1177,1178,478,2024-06-15,export_clicked,90100af5-1ddd-4581-a1a1-b7994d41e298,24,6
1178,1179,423,2025-04-30,dashboard_view,fbfaed42-ae91-467d-ab43-70c2a53b327a,18,4
1179,1180,246,2025-10-29,settings_update,2a2b07e4-78c4-4ef9-8798-43f283888bf2,44,10
1180,1181,362,2024-12-01,login,6704e707-c26d-4376-b53a-6c4e93394287,48,12
1181,1182,242,2024-05-24,dashboard_view,d4243de5-ae47-456d-9f50-0de5b7301dd6,21,5
1182,1183,332,2025-11-18,feature_X_used,f18c42bd-72a8-4389-ac34-29ab881fc689,47,11
1183,1184,423,2025-04-26,data_upload,5dbf5a2b-8e2c-48a6-9420-2f459851c5eb,17,4
1184,1185,351,2024-11-09,report_generated,ebc27e47-793b-4039-91ed-d834af71172b,45,11
1185,1186,344,2025-01-12,report_generated,3e2e0427-90c2-474d-8e24-ec611c31b89e,2,1
1186,1187,280,2025-03-11,export_clicked,db0082e4-935c-40bd-bf8f-d10a3fedbe5f,11,3
1187,1188,97,2024-06-22,export_clicked,3aac8fca-eb74-4225-b6a9-b17e9e658e20,25,6
1188,1189,445,2025-01-09,feature_X_used,38bf3769-d18e-4275-a801-ce5f8d8c9b27,2,1
1189,1190,416,2024-05-03,export_clicked,ba4905fb-f19d-4145-b999-56ea7c73681e,18,5
1190,1191,137,2024-03-19,feature_X_used,05464570-ff62-4719-b418-6023ef350354,12,3
1191,1192,212,2025-06-01,export_clicked,eb69303d-10d2-4b40-af7f-54a6ff7a1922,22,6
1192,1193,257,2025-07-10,login,55238f18-ac13-4df9-9c64-8ca19b69f54d,28,7
1193,1194,213,2024-04-01,feature_X_used,9b032812-532b-4e4c-afa6-e7e6235c1391,14,4
1194,1195,206,2024-05-28,dashboard_view,a269b90b-1409-41a9-b9bb-026e38ce61b3,22,5
1195,1196,15,2025-06-04,settings_update,4a2ba4a2-87ee-418f-bc29-c69e725125c4,23,6
1196,1197,78,2025-12-21,report_generated,07182aba-8773-4f18-a316-9b62946b5bf7,51,12
1197,1198,307,2025-12-21,data_upload,532cfdbf-bd5e-4039-bdd8-3275be22234c,51,12
1198,1199,464,2024-12-05,settings_update,a061103b-182c-4746-978d-069ee9fc8ff9,49,12
1199,1200,193,2024-12-13,export_clicked,d374cbbb-3de3-4e99-bb04-372b33ced10e,50,12
1200,1201,229,2024-08-15,report_generated,82bc3024-7e3a-4c43-ad63-96140784aa8e,33,8
1201,1202,290,2025-04-20,export_clicked,b275da25-8870-4375-b912-51ebe3f2cd1a,16,4
1202,1203,204,2025-04-22,settings_update,29de6ab3-0677-44e7-916c-151ec1f34d63,17,4
1203,1204,485,2024-05-05,feature_X_used,8362209e-b891-4dbe-86cb-af7857ddc8b8,18,5
1204,1205,66,2024-12-28,feature_X_used,96ec8a0d-d040-4415-9940-e4a59e859cc6,52,12
1205,1206,434,2025-12-25,data_upload,b3e27825-522f-4ef7-8340-13d5aa9866c2,52,12
1206,1207,25,2025-12-11,data_upload,bd2b9ba6-c0cb-4856-a437-d4ad7e5b1c86,50,12
1207,1208,331,2024-10-04,dashboard_view,79fe06e1-3533-4e2f-ab9c-0017262a1184,40,10
1208,1209,108,2025-05-07,data_upload,c0aa18a1-7268-4986-8f81-60b29aac311e,19,5
1209,1210,298,2024-07-17,report_generated,295601bf-1d13-4c9a-be42-2c397cff151c,29,7
1210,1211,52,2024-11-25,report_generated,f883c6c1-f725-4869-9463-9cb4b1762e77,48,11
1211,1212,134,2025-02-09,feature_X_used,87a2de45-0020-44d4-bfea-6c321b91b51f,6,2
1212,1213,217,2025-03-12,login,8b2bb338-4fdd-4ae4-b399-ee5a7a68bce8,11,3
1213,1214,76,2025-10-25,data_upload,5346a238-f17e-4fac-9430-4629d0a460d6,43,10
1214,1215,281,2024-06-28,login,cc76f3c3-5f86-4ffd-83e6-d9436d49f44c,26,6
1215,1216,222,2024-12-04,report_generated,3a75c313-d81a-4844-af0e-c7efcd1e3909,49,12
1216,1217,10,2024-04-02,login,80ecb56d-7e78-4264-87a0-2bb7e57a1105,14,4
1217,1218,200,2024-10-19,dashboard_view,fbfc9ef6-5e99-4c5c-8543-f1b29239ed27,42,10
1218,1219,229,2024-08-23,settings_update,ba3200b9-b627-46c0-8d81-81024354df0f,34,8
1219,1220,136,2024-10-14,login,4e8e51f7-2d48-42bd-a4dc-f08cfd914f29,42,10
1220,1221,36,2024-04-12,feature_X_used,3ad7c50f-812b-4578-85b9-77a6e2c3671c,15,4
1221,1222,243,2024-10-08,report_generated,07c4f249-2b42-4063-bcbc-100c516571c5,41,10
1222,1223,360,2025-01-03,dashboard_view,75e6d601-3da9-4791-b73a-78912b03e79a,1,1
1223,1224,484,2025-01-12,login,21fd139c-c907-4f8e-8eff-2cbc5a25377f,2,1
1224,1225,211,2024-11-02,dashboard_view,a58201fe-6d4e-4cff-86d7-836b48f37ea0,44,11
1225,1226,195,2025-08-13,data_upload,fe2d2639-014d-40fe-8f86-db139193351f,33,8
1226,1227,97,2024-04-19,data_upload,4f45eeb6-3c57-4fd1-a168-f2b24d495a56,16,4
1227,1228,81,2024-06-03,export_clicked,97d374d0-8c5e-433b-a433-0c988b7e5d78,23,6
1228,1229,127,2025-09-28,report_generated,2dc5c1d5-f81d-485b-9781-9b7c06a3ef44,39,9
1229,1230,26,2024-01-13,export_clicked,a92d13da-1229-433d-ba1e-e45a0b941ba9,2,1
1230,1231,228,2025-09-24,login,ddd80a2c-ab27-470f-9844-9b39446dd040,39,9
1231,1232,72,2024-06-27,feature_X_used,e68b7b29-b487-4a98-9276-48c1c945dc9a,26,6
1232,1233,463,2025-10-01,dashboard_view,0656b012-b09a-4b47-bee5-5a51d2cdab33,40,10
1233,1234,315,2024-09-29,login,378b029c-67b6-4106-9990-4ff253cbb3ca,39,9
1234,1235,256,2024-11-09,export_clicked,9f6aac13-87bd-47b9-81b4-11aea6c93713,45,11
1235,1236,249,2024-11-23,feature_X_used,c0dcd43f-24c8-4ccb-b3ef-58b98169963f,47,11
1236,1237,108,2025-04-12,feature_X_used,6612fb14-6eee-4d4e-be90-d0d9e41a0627,15,4
1237,1238,35,2025-12-03,report_generated,a9de865b-18e7-4e74-83c8-e1449979ac28,49,12
1238,1239,163,2025-01-20,export_clicked,a73d7d98-a458-473e-bd9b-cbdd797a9f0e,4,1
1239,1240,263,2025-02-27,report_generated,6e4165c1-a0e3-4f16-b598-0336878610f3,9,2
1240,1241,172,2025-08-09,login,d02b00df-4884-45b1-9fc4-d58fa31a1293,32,8
1241,1242,56,2025-03-15,report_generated,21126eed-bc58-47dd-af4d-a409e5810b62,11,3
